Price,Processor,Memory,Storage,Graphics,Display,Adapter,Battery,Operating System,Networking,Keyboard,Bluetooth,Audio,WebCam,Ports & Connectors,Color ,Dimensions (W x D x H),Weight,Warranty ,Chipset,Optical Drive,Fingerprint,Body Material,Display Touch,Security,Touchpad,Included in the Box,SSD,Software,Others,Thermal Functionality,Display Size,RAM,Camera,Warranty,Keyborad,Dimension,Color,Interface,Manufacturing Warranty,Slots
85000,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",8GB DDR4 RAM 3200MHz (Expandable up to 32GB),512GB M.2 NVME SSD,Intel Iris Xe Graphics,"14"" HD Display, narrow bezel, anti-glare, 250 nits, 45% NTSC
","45W External AC power adapter;
","HP Long Life 3-cell, 45 Wh Li-ion
",Free Dos,Intel AX201 Wi-Fi 6 (2x2),"Spill-resistant, full-size, Non-Backlit Standard keyboard
",Bluetooth 5 ,"Dual stereo speakers, dual array microphone
",720p HD camera," USB 3.1 Gen 2 Type-C port (Power delivery, DisplayPort 1.2)
3 USB 3.1 Gen 1 port (1 charging; 1 powered port)
HDMI 1.4b (cable sold separately)
RJ-45/Ethernet port
Headphone/microphone combo jack
AC power input port",NULL,"32.19 x 21.39 x 1.99 cm
","Starting at 1.38 kg
",03 years International Limited Warranty (Terms & condition Apply As Per HP),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63700,"Intel Core i3-1215U Processor (10M Cache, 3.30 GHz, up to 4.40 GHz)","8 GB DDR4-3200 SDRAM (1 x 4 GB) ( Extra Slot Available )
","256 GB PCIe NVMe M.2 SSD
","Intel UHD Graphics
","15.6"" diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC
",45 W Smart AC power adapter,"3-cell, 41 Wh Li-ion",Windows 10 64bit,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,NULL,Bluetooth 4.2 Combo,Dual speakers,"HP True Vision 720p HD camera with integrated dual array digital microphones
","1x multi-format SD media card reader;
1x USB 3.1 Gen 1 Type-C (Data Transfer Only, 5 Gb/s signaling rate);
2 SuperSpeed USB Type-A 5Gbps signaling rate
1x AC smart pin;
1x HDMI 1.4b;
1x headphone/microphone combo;",White,"32.4 x 22.5 x 1.79 cm
","Starting at 1.47 kg
","2 years International Limited Warranty (Terms & condition Apply As Per HP)
",NULL,Optical drive not included,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61700,"Intel Core i3-1215U Processor (10M Cache, 3.30 GHz, up to 4.40 GHz)","4 GB DDR4-3200 SDRAM (1 x 4 GB) ( Extra Slot Available )
","256 GB PCIe NVMe M.2 SSD
","Intel UHD Graphics
","15.6"" diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC
",45 W Smart AC power adapter,"3-cell, 41 Wh Li-ion",Windows 10 64bit,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,NULL,Bluetooth 4.2 Combo,Dual speakers,"HP True Vision 720p HD camera with integrated dual array digital microphones
","1x multi-format SD media card reader;
1x USB 3.1 Gen 1 Type-C (Data Transfer Only, 5 Gb/s signaling rate);
2 SuperSpeed USB Type-A 5Gbps signaling rate
1x AC smart pin;
1x HDMI 1.4b;
1x headphone/microphone combo;",Black,"32.4 x 22.5 x 1.79 cm
","Starting at 1.47 kg
","2 years International Limited Warranty (Terms & condition Apply As Per HP)
",NULL,Optical drive not included,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72000,"Intel®Core i5-1135G7 Processor
8M Cache, up to 4.20 GHz",8GB LPDDR4x 3733MHz,"Storage 512GB SSD 
Storage Type SATA M.2",Intel Iris Xe Graphics,"14"" 16:9 Full HD (1920 x 1080) Anti-Glare IPS Panel with 178 degrees wide viewing angle
","AC Input Voltage AC100~240V 50/60Hz 
DC Input Voltage 19V 2.1A","Battery 7.6V 4900mAh 
Battery Type Li-ion Battery, 37.24 Wh 
Battery Play Time Up to 10 hrs",Windows 11 Home,IEEE 802.11 b/g/n/ac,"Full-size Backlit Keyboard
", 4.2,"1W x 2 Speakers, 
Dual Microphones",720p HD,NULL,Golden Matt Black,W315 X H218 X D 15.9 mm,Starting from 1.28kg,2 Years of Warranty,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"USB 3.0 x 2, 
USB3.1 Type-C x 1 (PD 3.0 charging, Display out) 
HDMI 
Micro SD 
Headphone Jack 
DC In",NULL,NULL
61000,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)
","8GB DDR4 RAM (4*4)
","512GB PCI-E G3 SSD (Extra HDD Slot Available)
",Intel UHD Graphics,"15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %
","45W AC Adapter
","37WHrs, 2S1P, 2-cell Li-ion","Windows 11 Home
",Wi-Fi 5(802.11ac),"Chiclet Keyboard with Num-key 1.4mm Key-travel.Full-size keyboard with numeric Backlit keypad
 Number pad available","Bluetooth 4.1 (Dual-band)
","SonicMaster 
Audio by ICEpower 
Built-in speaker 
Built-in microphone 
with Cortana support ","VGA camera
","1x USB 3.2 Gen 1 Type-A 
1x USB 3.2 Gen 1 Type-C 
2x USB 2.0 Type-A 
1x HDMI 1.4 
1x 3.5mm Combo Audio Jack 
1x DC-in 
Micro SD card reader 
",Slate Grey,NULL,1.80 kg (3.97 lbs),02 Years Warranty (01 year warranty of Battery and Adapter ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52000,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)
","4GB DDR4 RAM
","1TB HDD & FTPM
",Intel UHD Graphics,"15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %
","45W AC Adapter
","37WHrs, 2S1P, 2-cell Li-ion","Windows 11 Home
",Wi-Fi 5(802.11ac),"Chiclet Keyboard with Num-key 1.4mm Key-travel.Full-size keyboard with numeric Backlit keypad
 Number pad available","Bluetooth 4.1 (Dual-band)
","SonicMaster 
Audio by ICEpower 
Built-in speaker 
Built-in microphone 
with Cortana support ","VGA camera
","1x USB 3.2 Gen 1 Type-A 
1x USB 3.2 Gen 1 Type-C 
2x USB 2.0 Type-A 
1x HDMI 1.4 
1x 3.5mm Combo Audio Jack 
1x DC-in 
Micro SD card reader 
","Transparent Silver
",NULL,1.80 kg (3.97 lbs),02 Years Warranty (01 year warranty of Battery and Adapter ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52000,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)
","4GB DDR4 RAM
","1TB HDD & FTPM
",Intel UHD Graphics,"15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %
","45W AC Adapter
","37WHrs, 2S1P, 2-cell Li-ion","Windows 11 Home
",Wi-Fi 5(802.11ac),"Chiclet Keyboard with Num-key 1.4mm Key-travel.Full-size keyboard with numeric Backlit keypad
 Number pad available","Bluetooth 4.1 (Dual-band)
","SonicMaster 
Audio by ICEpower 
Built-in speaker 
Built-in microphone 
with Cortana support ","VGA camera
","1x USB 3.2 Gen 1 Type-A 
1x USB 3.2 Gen 1 Type-C 
2x USB 2.0 Type-A 
1x HDMI 1.4 
1x 3.5mm Combo Audio Jack 
1x DC-in 
Micro SD card reader 
",Slate Grey,NULL,1.80 kg (3.97 lbs),02 Years Warranty (01 year warranty of Battery and Adapter ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52000,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)
","4GB DDR4 RAM
","1TB HDD & FTPM
",Intel UHD Graphics,"15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %
","45W AC Adapter
","37WHrs, 2S1P, 2-cell Li-ion","Windows 11 Home
",Wi-Fi 5(802.11ac),"Chiclet Keyboard with Num-key 1.4mm Key-travel.Full-size keyboard with numeric Backlit keypad
 Number pad available","Bluetooth 4.1 (Dual-band)
","SonicMaster 
Audio by ICEpower 
Built-in speaker 
Built-in microphone 
with Cortana support ","VGA camera
","1x USB 3.2 Gen 1 Type-A 
1x USB 3.2 Gen 1 Type-C 
2x USB 2.0 Type-A 
1x HDMI 1.4 
1x 3.5mm Combo Audio Jack 
1x DC-in 
Micro SD card reader 
",Slate Grey,NULL,1.80 kg (3.97 lbs),02 Years Warranty (01 year warranty of Battery and Adapter ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57500,"Intel Core i3-10110U Processor 2.1 GHz (4M Cache, up to 4.1 GHz, 2 cores)
",8GB DDR4 2666MHz,1TB HDD,Intel UHD Graphics,"14.0-inch, LCD, HD (1366 x 768) 16:9, Anti-glare display, LED Backlit, 220nits, NTSC: 45%
","ø4.5, 65W AC Adapter, 
Output: 19V DC, 3.42A, 65W, 
Input: 100~240V AC 50/60Hz universal
","44WHrs, 4S1P, 4 cell Li-ion (up to 12 hours battery life)
",Windows 10 Pro,Wi-Fi 5(802.11ac),"Chiclet Keyboard
1.4mm Key-travel
Spill-resistant Keyboard",Bluetooth 4.2 (Dual band) 1*1,"Built-in speaker
Built-in microphone","VGA camera
",NULL,Star Black,"34.00 x 24.00 x 2.30 ~ 2.30 cm 
(13.39"" x 9.45"" x 0.91"" ~ 0.91"")
",1.68 kg with battery,3 years international warranty with battery & adapter,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1x USB 2.0 Type-A
3x USB 3.2 Gen 1 Type-A
Spec: SDXC
1x HDMI 1.4
1x VGA Port (D-Sub)
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet
3 in1 card reader SD/MMC/MS",NULL,NULL
365000,"Intel Core i9 12900HK 5.00GHz
(Core 14 Thread 20)
","16GB DDR5 4800 MHz
","512GB SSD NVMe PCIe
","NVIDIA RTX 3050 Ti 4GB GDDR6
","15.6 inch 3.5K OLED Display QHD (3456x2160
) 60 Hz
",NULL,"6 Cell 86Wh Up to 4 Hrs.
",Windows 11 Home,"Intel Killer Wi-Fi 6 1675 
Bluetooth 5.2
","Backlit Black English Keyboard
","Bluetooth 5.2
","Stereo woofer 2.5 W x 2 and stereo tweeter 1.5 W x 2
","HD Webcam
","1 x USB 3.2 Gen 2 Type-C, 2 x Thunderbolt 4
","Platinum Silver
","344.40 x 230.10 x 18.54mm
","1.96 kg
","2 Year (2 Year for Battery and Adapter)
",NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390000,"12th Gen Intel Core i9-12900HK (24 MB cache, 14 cores, 20 threads, up to 5.00 GHz Turbo)","32 GB, 2 x 16 GB, DDR5, 4800 MHz
","1 TB, M.2, PCIe NVMe, SSD
","NVIDIA GeForce RTX 3050 Ti, 4 GB GDDR6, 40 W
","15.6"", 3.5K 3456 x 2160, 60Hz, OLED, Touch, Anti-Reflect, 400 nit, InfinityEdge
",NULL,"6 Cell 86Wh Up to 4 Hrs.
",Windows 11 Home,"Intel Killer Wi-Fi 6 1675 (AX211),
2x2, 802.11ax
","Backlit Black English Keyboard
","Bluetooth 5.2
","Stereo woofer 2.5 W x 2 and stereo tweeter 1.5 W x 2 = 8 W total peak
","HD Webcam
","1 USB 3.2 Gen 2 Type-C (with DisplayPort and power delivery)
2 Thunderbolt 4 (USB Type-C) with DisplayPort and Power Delivery
1 3.5mm headphone/microphone combo jack
1 SD-card slot
","Platinum Silver
","Height: 0.73 in. (18.54 mm) 
Width: 13.56 in. (344.40 mm) 
Depth: 9.06 in. (230.10 mm) ","1.96 kg
","2 Year (2 Year for Battery and Adapter)
",NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61000,"Intel Core i3 11th 3.00 GHz up to 4.10 GHz 
Core 2
Thread 4","8GB DDR4 3200 MHz
","512GB NVMe PCIe
","Intel UHD Graphics
",NULL,"65W Round Tip (2-pin, Wall-mount)
",45Wh,"Windows 11 Home
","Wi-Fi 5 x 2 , Bluetooth 5.0
","Standard Backlight keyboard
","Bluetooth 5.0
","Stereo speakers, 1.5W x2, Dolby Audio.
","HD Camera
","4-in-1 Card Reader 
1 x HDMI
1 x USB 2.0
1 x USB 3.2 Gen 1
1 x USB 3.2 Gen 1 Type-C
","Silver
","359.2 x 236.5 x 19.9mm
","1.65 kg
","02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo)
","Firmware TPM 2.0
",NULL,NULL,NULL,"15.6"" LED FHD (1920x1080) , TN Panel, 250nits
",NULL,"Standard Backlight keyboard
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99500,"Intel Core i7 1165G7 (2.80 GHz up to 4.70 GHz) 
Core 4
Thread 8
","8GB 3200 MHz DDR4
","512GB NVMe PCIe
","Intel Iris Xe Graphics
","14 inch LED FHD (1920x1080) 
Anti Glare, TN Panel 250 nits
","65W Round Tip (2-pin, Wall-mount)
","Li-Ion 45Wh 65W Round Tip (2-pin, Wall-mount)
","Windows 11 Home
","Wi-Fi 11ac 2x2 
Bluetooth 5.0
","Backlit, English (EU)
","Bluetooth 5.0
","Stereo speakers, 1.5W x2, Dolby Audio.
","HD Camera
","1x Card reader 
1 x HDMI
1 x USB 2.0
1 x USB 3.2 Gen 1
1 x USB 3.2 Gen 1 Type-C
1x Headphone / microphone combo jack (3.5mm)
","Abyss Blue
","324.2 x 215.7 x 19.9mm
","1.41 kg
","02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo)
",NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87000,"Intel Core i5-1145G7 (2.60 GHz up to 4.40 GHz) 
Processor Core 4
Processor Thread 8","16GB (2x8GB) DDR4 3200MHz
","512GB M.2 PCIe NVMe SSD
","Intel Iris Xe Graphics
","14 Inch HD (1366 x 768) AG , 220nits Display
","65 W AC adapter, 4.5 mm barrel","3 Cell ExpressCharge Capable Battery 
42Whr
","Free DOS
","1 RJ-45 Ethernet port 
Intel Dual Band Wi-Fi 6 AX201 2x2 802.11ax 160MHz
Bluetooth 5.2
",Yes,"Bluetooth 5.2
","1 Universal audio port
","Integrated Widescreen HD 720P Webcam
","1 microSD-card slot 
1 HDMI 2.0 port
USB 2.0
USB 3.2 Gen 1 port
USB 3.2 Gen 1 with PowerShare
USB 3.2 Gen 2×2 Type-C port with DisplayPort Alt Mode and Power Delivery
1 Universal audio port
",Black,"Height: 0.69"" (17.6 mm) 
Width: 12.83"" (326 mm)
Depth: 8.9"" (226 mm)","3.36lb (1.52kg)
","3 Years Warranty (Battery & Adapter 1 year)
",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364990,"Intel i9-12900H 2.5 GHz up to 5.0 GHz 
14 (Performance-cores: 6, Efficient-cores: 8)
20 Thread
24 MB CPU Cache
","32GB (on board) LPDDR5
","1TB M.2 NVMe PCIe 4.0 Performance SSD 
M.2 2280 PCIe 4.0x4
","Intel Iris Xe Graphics 
NVIDIA GeForce RTX 3060 6GB GDDR6","35.50 x 25.10 x 1.69 ~ 1.78 cm
","ø6.0, 200W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100~240V AC 50/60Hz universal
","3S2P, 6-cell Li-ion 
96WHrs
","Windows 11 Home
","Wi-Fi 6E(802.11ax) (Dual band) 2*2 
Bluetooth 5
","Backlit Chiclet Keyboard Per-Key RGBW 
N-key Rllover
","Bluetooth 5
","Smart Amp Technology
harman/kardon (Premium)
Voice control with Cortana and Alexa voice-recognition support","FHD camera with IR function to support Windows Hello
","SD Express 7.0 card reader
1x HDMI 2.1 FRL
1x USB 3.2 Gen 2 Type-A
2x Thunderbolt 4 supports display / power delivery
1x 3.5mm Combo Audio Jack
","Tech Black
",NULL,"2.40 kg 
2.20 kg (without Battery)",3 years,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249990,"Intel i7-12700H 12th Gen (2.3 GHz up to 4.7 GHz)
Core 14
Thread 20
Cache 24 MB",16GB LPDDR5 ,512GB M.2 NVMe PCIe 4.0 Performance SSD,"Intel Iris Xe Graphics 
NVIDIA GeForce RTX 3050 Ti 4GB GDDR6","35.50 x 25.10 x 1.69 ~ 1.78 cm
","ø6.0, 180W AC Adapter, Output: 20V DC, 9A, 180W, Input: 100~240V AC 50/60Hz universal
","4S1P, 4-cell Li-ion 
76WHrs
","Windows 11 Home
","Wi-Fi 6E(802.11ax) (Dual band) 2*2 
Bluetooth 5
","Backlit Chiclet Keyboard
","Bluetooth 5
","Smart Amp Technology
harman/kardon (Premium)
Voice control with Cortana and Alexa voice-recognition support","720p HD IR webcam with Windows Hello support
","Micro SD Express 7.1 card reader 
1x HDMI 2.1 TMDS
1x USB 3.2 Gen 2 Type-A
2x Thunderbolt 4 supports display / power delivery
1x 3.5mm Combo Audio Jack
","Tech Black
",NULL,"2.40 kg 
2.20 kg (without Battery)",2 years International Limited Warranty (Battery 1 year),NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249990,"Intel i7-12700H 12th Gen (2.3 GHz up to 4.7 GHz)
Core 14
Thread 20
Cache 24 MB","16GB (on board) LPDDR5
",512GB M.2 NVMe PCIe 4.0 Performance SSD,"Intel Iris Xe Graphics 
NVIDIA GeForce RTX 3050 Ti","14.5-inch OLED 2.8K (2880 x 1800) 
Aspect Ratio: 16:10
Peak Brightness: 550nits HDR peak brightness
Color gamut: 100% DCI-P3 color gamut
Contrast ratio: 1,000,000:1
VESA CERTIFIED Display HDR: VESA CERTIFIED Display HDR True Black 500
Color depth: 1.07 billion colors
Pantone: PANTONE Validated
Low blue light: 70% less harmful blue light
SGS Eye Care Display: SGS Eye Care Display
Screen-to-body ratio: 93 ％
","ø6.0, 180W AC Adapter, Output: 20V DC, 9A, 180W, Input: 100~240V AC 50/60Hz universal
","4S1P, 4-cell Li-ion
Capacity 76WHrs","Windows 11 Home
","Wi-Fi 6E(802.11ax) (Dual band) 2*2 
Bluetooth 5
","Backlit Chiclet Keyboard
","Bluetooth 5
","Smart Amp Technology
harman/kardon (Premium)
Voice control with Cortana and Alexa voice-recognition support","720p HD IR webcam with Windows Hello support
","1x HDMI 2.1 TMDS 
1x USB 3.2 Gen 2 Type-A
2x Thunderbolt 4 supports display / power delivery
1x 3.5mm Combo Audio Jack
","Tech Black
","35.50 x 25.10 x 1.69 ~ 1.78 cm
","2.40 kg 
2.20 kg (without Battery)",2 years International Limited Warranty (Battery 1 year),NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224990,"Intel i7-12700H 12th Gen (2.3 GHz up to 4.7 GHz)
Core 14
Thread 20
",16GB LPDDR5,"1TB M.2 NVMe PCIe 4.0 Performance SSD
","Intel Iris Xe Graphics
","14.5-inch OLED 2.8K (2880 x 1800) 120Hz
","ø6.0, 150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC 50/60Hz universal
","4S1P, 4-cell Li-ion 
76WHrs","Windows 11 Home
","Wi-Fi 6E(802.11ax) (Dual band) 2*2 
Bluetooth 5
","Backlit Chiclet Keyboard
",Bluetooth 5,"Smart Amp Technology 
harman/kardon (Premium)
Voice control with Cortana and Alexa voice-recognition support","720p HD IR webcam with Windows Hello support
","Micro SD Express 7.1 card reader
1x HDMI 2.1 TMDS
1x USB 3.2 Gen 2 Type-A
2x Thunderbolt 4 supports display / power delivery
1x 3.5mm Combo Audio Jack
","Tech Black
","32.35 x 22.47 x 1.79 ~ 1.96 cm
","1.70 kg
","2 years International Limited Warranty (Battery 1 year)
",NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159000,"Intel Core i7-1195G7 Processor 3.0 GHz (12M Cache, up to 4.8 GHz, 4 cores)
",16GB LPDDR4X on board,"512GB M.2 NVMe PCIe 3.0 SSD
",Intel Iris Xe Graphics,"FHD (1920 x 1080) 16:9 aspect ratio 
LED Backlit
IPS-level Panel
400nits
100% sRGB color gamut
","TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal
","70WHrs, 4S1P, 4-cell Li-ion
","Windows 11 Home - ASUS recommends Windows 11 Pro for business
","Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5
","Backlit Chiclet Keyboard
",Bluetooth 5.2,"Built-in speaker 
Built-in array microphone
harman/kardon (Premium)","HD camera with IR function to support Windows Hello
","1x USB 3.2 Gen 1 Type-A 
2x Thunderbolt™ 4 supports display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
Micro SD card reader","Celestial Blue
","32.40 x 22.20 x 1.69 ~ 1.73 cm
","1.65 kg (3.64 lbs) 
1.57 kg (3.46 lbs)",2 Years,NULL,NULL,NULL,NULL,"Touch screen
","BIOS Booting User Password Protection 
Trusted Platform Module (Firmware TPM)
IR webcam with Windows Hello support
McAfee LiveSafe™ 30-day trial","Backlit Chiclet Keyboard, 1.4mm Key-travel, Touchpad 
Backlit Chiclet Keyboard",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
333000,"AMD Ryzen 7 5900HX (3.3GHz up to 4.6GHz) 
Core 8
Thread 16
L2 Cache: 4MB
L3 Cache: 16MB",32GB DDR4,"1TB M.2 NVME PCIE 3.0 SSD
","Nvidia 8GB RTX 3070 Graphics GDDR6
","16 Inch 4K WQUXGA OLED (3840 x 2400)
","ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240V AC 50/60Hz universal
","4-cell Li-ion
90WHrs 4S1P
","Windows 11
","Gigabit Ethernet 
Wi-Fi 6(802.11ax) (Dual band) 2 x 2
Bluetooth 5.0
","Backlit Chiclet Keyboard 
Num-key
","Bluetooth 5.0
","Smart Amp Technology, Built-in speaker, Built-in array microphone, Harman Kardon (Premium), Voice control with Cortana and Alexa voice-recognition support
","HD camera
","1x HDMI
2 x USB 3.2 Gen 2 Type-A
2 x USB 3.2 Gen 2 Type-C
1x 3.5mm Combo Audio Jack
","Star Black
","362.0 x 264.0 x 19.9 - 21.4mm
","2.40 Kg
","2 years Limited Warranty (Battery 1 year)
",NULL,NULL,No,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97330,"11th Generation Intel Core i5-1135G7 Processor (2.40 GHz, up to 4.20 GHz with Turbo Boost, 4 Cores, 8 Threads, 8 MB Cache)
","8GB SO-DIMM DDR4-3200
","512GB SSD M.2 2242 PCIe 3.0×4 NVMe
","Integrated Intel Iris Xe Graphics
","14"" FHD (1920 x 1080) IPS, anti-glare, 250 nits",65W AC Adapter,"Up to 12.8 hours on a 45Whr battery
",Windows 11 ,"802.11AC (2 x 2) WiFi 5
","Non-backlit, English", 5.0,"High Definition (HD) Audio, Realtek ALC3287 codec 
Stereo speakers, 2W x2, Dolby Audio, HARMAN-branded",720p HD,"1x USB 2.0 
USB 3.2 Gen 1 (Always On) 
1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4) 
1x HDMI 1.4b 
Ethernet (RJ-45) 
1x headphone / microphone combo jack (3.5mm) ",Black,"17.9mm x 324mm x 220mm / 0.70"" x 12.75"" x 8.66""
",Starting at 3.74 lbs (1.69 kg),3 Years Warranty ,NULL,NULL,NULL,NULL,NULL,"Trusted Platform Module (TPM) 2.0 
Optional: Smart Power On (fingerprint reader integrated with power button) 
Webcam privacy cover 
Kensington lock slot ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66500,"Intel Core i3-1115G4 3.0GHz up to 4.10 GHz
Processor Core
2 
Processor Thread
4
CPU Cache
6MB
",8GB 3200MHz DDR4,512GB M.2 2242 PCIe TLC SSD,"Intel Iris Xe (Shared)
","14 Inch TN FHD (1920 x 1080) 
Anti-glare LED, 250 nits
","65 W External AC power adapter
","3Cell Li-Polymer 45Wh
","Free Dos
","Gigabit Ethernet, Realtek RTL8111H-CG

Intel Wi-Fi 6E AX210, 802.11ax 2x2 Wi-Fi
Bluetooth 5.2
","Non-Backlit Keyboard, US English
","Bluetooth 5.2
","High Definition (HD) Audio, Realtek ALC3287 codec
","HD 720p, fixed focus
",NULL,Black,"324.2 x 215.2 x 17.65 mm (12.76 x 8.47 x 0.69 inches)
","Starting at 1.5 kg (3.3 lbs)
",3 years,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1x HDMI 1.4b
1x USB 2.0
1x USB 3.2 Gen 1
1x USB-C 3.2 Gen 1
1x USB-C 3.2 Gen 1
1x combo jack (3.5mm)"
